,cause,effect,explanation,Cause:Effect,Cause+Truth:Effect,Cause:Truth+Effect,CEQ
1499,John explored the altitude variation of swamp.,He found very low topographic relief.,Swamp is a low-topographic relief in relation to the elevation variation of the earth.,0.05940854585728122,0.06996142348296655,0.05003611481516314,0.010552877625685332
1500,Biologists study everything related to biology.,Biologists never study anything about dysprosium.,Dysprosial is a common disease caused by the bacterium eukaryotes.,0.13757570046778847,0.023115050634010887,0.017839728540337222,-0.11446064983377759
1501,This boy loves lees.,The man left the sediment of wine for him.,Lees are rich in calcium carbonate minerals.,0.007929135150510074,0.02922836636653024,0.007473994152789541,0.021299231216020165
1502,He kept many waterfowls.,He prepared different foods for them everyday.,Waterfowl eat a variety of different foods.,0.021554992152404365,0.045279561745507645,0.029848171899443235,0.02372456959310328
1503,Tom is guilty of rape and murder.,He was incarcerated in the state prison.,Rape is a crime of violence against a human being.,0.0326752979426432,0.03580212339079427,0.0673270300631033,0.0346517321204601
1504,Defibrillation was applied to resuscitate Tom whose heart nearly stopped.,Tom's heart beat again.,Resuscitation is used to restart the heart from a state of non-resuscitation.,0.020167017246373143,0.015571315248470365,0.3137668653422054,0.2935998480958322
1505,Tom is a Chinese expatriate in Spain.,Tom is not a Chinese citizen.,Immigration is the process of bringing a person to the United States from one country to another without permission.,0.013017608935961458,0.01905123085395439,0.019061688407727324,0.006044079471765867
1506,The veterinarian diagnoses that Jerry's rabbit is sick.,Jerry's rabbit is dead.,Veterinarians diagnose a condition called necrosis of the pelvis.,0.010752706724995967,0.015461913503449179,0.03659443089581493,0.025841724170818967
1507,Ticks is sensitive to the smell of warm-blooded animals.,Ticks can detect the gas given off by these animals.,Ticks are sensitive to cold-blooded mammals as well as to the scent of hot-blooded ones.,0.012010719326295768,0.015491586982478569,0.2239520763813328,0.21194135705503703
1508,The worker was cutting the wood.,He gains a lot of cellulose.,Cylindrical cellulose is a type of wood used to make textiles.,0.030611323407753296,0.026348902365823233,0.0401869095990623,0.009575586191309004
1509,The geography teacher was studying the location of the oceans.,"They found it on a thinner, heavier crust.",Oceanography is the study of the locations of the ocean's crusts.,0.037571302159349874,0.027040959565215943,0.09484387270907546,0.057272570549725586
1510,Maria is very generous.,She is willing to keep connect with others.,Communication is the process of connecting with one's fellow human being.,0.007444569091866023,0.006758101277396528,0.01167865644015076,0.004234087348284737
1511,The doctor gave Lucy the same stethoscope she had given to Tom who had a cold.,Lucy has a cold.,Stethoscopes are instruments used to detect the presence of a virus in the blood.,0.010777893728865739,0.02290155540492414,0.0458699097389053,0.035092016010039556
1512,Tom is a person filled with occultism.,He always studes about occult.,Occultism is the belief in the power of the mind over the body.,0.002654025512248843,0.0075540313587627965,0.011367359979060956,0.008713334466812113
1513,The pharmacist only had a fake degree.,He was not a trained professional in that field.,Pharmacy is a profession.,0.01569435796512943,0.010965191130208902,0.11483121703030924,0.09913685906517981
1514,Tom is an experienced doctor.,Patients trust Tom.,Patients rely on physicians.,0.030915604528201603,0.035080180113276925,0.02579913389109922,0.004164575585075322
1515,Alice suffers from claustrophobia.,She fears to taking the elevator.,Cabinets have elevators.,0.0035576091822724183,0.003412793254805225,0.017393527197322133,0.013835918015049714
1516,The experimenter is testing the speed at which electric energy comes down the metal ladder.,The experimenter found that the data conclusion was the same as the speed of light.,Electricity is a measure of the amount of electrical energy coming down a metal ladder such as a bushing.,0.02845167614522253,0.037842245744488724,0.06639046253548782,0.03793878639026529
1517,Mary saw the colugo open its mouth.,Mary saw its unsual teeth.,Colugos have unsual jaws.,0.003479224876823711,0.0019431313843266027,0.0014379175893283044,-0.001536093492497108
1518,John had his joint dislocated.,The joint effusion inside has fast diffusion pathways.,Dislocation leads to rapid diffusion of fluid from the joint to the body.,0.04930421471184454,0.10264237185128337,0.04644310226411684,0.05333815713943883
1519,The princess wanted the flowers in all minerals.,Her follower brought her gems.,Gems are the most abundant of all minerals found in the mineral kingdom.,0.017735045531879805,0.02890204812427076,0.02139785944120801,0.011167002592390955
1520,Societies have legislations.,Societies can preserve these genetic codes generation by generation.,Legislation is the process of preserving the genetic code generation through the generation of a new set of laws.,0.015751159941921767,0.050339735045078014,0.014673765356780872,0.034588575103156244
1521,Testers test the toxicity of manganese compounds.,Test showed that permanganates is the highest.,Methane is the most toxic to humans.,0.30555207877691043,0.21993369427765685,0.2233870167862991,-0.08216506199061133
1522,Tom has grown a sunflower in his garden.,He found the sunflwer will change its direction with the change of the sun's direction.,Sunflowers turn from a straight line to a curve at the start of their growth cycle.,0.012219981063968348,0.032589511673841345,0.0226635085431109,0.020369530609872996
1523,Tom cheated Jane's money by lying.,Jane was heartbroken when finding Tom's lies.,Lies have consequences.,0.00871006937667898,0.006152248159901874,0.0075755229746659125,-0.001134546402013068
1524,Prevalent phenomena are usually acceptable at that time.,Cannibalism seems to have been acceptable in the earliest times.,Cannibalism is a type of necrotizing disease.,0.009669863922639726,0.012127985673107829,0.009723429021651008,0.002458121750468103
1525,I know there will be some lightings tonight.,I close the windows in advance so that the thunders won't scare me.,Thunders are a common occurrence during the winter months.,0.007973582055594305,0.015105581338149864,0.008292846456043411,0.007131999282555559
1526,Tom is an orator.,Tom often has a sore throat.,Orgasms can be caused by the presence of a virus in the blood.,0.0017824128111050678,0.05404331501998036,0.0030563843741838377,0.05226090220887529
1527,He has overworked himself.,He fell ill.,Pregnancy can be a time when the body tries to cope with the stress of a pregnancy.,0.004792581547578514,0.009608252594299895,0.004763854266222747,0.004815671046721381
1528,There are some mites on the skin of poultry.,The poultry was injured.,Mites can cause permanent damage to the skin.,0.0059799137136881675,0.027562705499133318,0.05377426895013713,0.04779435523644896
1529,Microbats come out at night looking for food.,Tons of insects will be eaten.,Tons of insect larvae feed on the underside of the skin of the bat.,0.03800010588836468,0.03959755821348614,0.0358620633710836,0.0015974523251214637
1530,Tom has curly hair.,Tom's son has curly hair.,Curly hair is a type of hair loss.,0.24734624349448742,0.2643554373528504,0.31015617039420273,0.06280992689971532
1531,Many people get AIDS every year.,Doctors explain that the incidence rate of AIDS is increasing recently.,Aids is a leading cause of death among young people in the developing world.,0.026511696613021822,0.07233167760744173,0.03477461027435616,0.04581998099441991
1532,Stundents wanted to know which was the least abundant of the naturally occurring rare earth element.,The teacher told them it was thulium.,Thulium is one of the most abundant elements in the natural-occurring rare earth but it is also.,0.019307021932500966,0.016301786931858703,0.036933173413447595,0.01762615148094663
1533,Tom wants a house where he can dry his clothes.,The seller recommends him an apartment.,Orchards have balconies.,0.015431571814432587,0.023304956488784292,0.015475981249648977,0.007873384674351705
1534,The wind is too strong.,Trees are blown down by wind.,Wind is the main source of damage to trees.,0.016958962478358108,0.02470319039211829,0.01739429478651544,0.0077442279137601815
1535,The United States is a capitalist country.,The vast majority of officials in its government are men.,Men make up the majority of US government employees.,0.0227970290933261,0.024255874169502863,0.025528135419614295,0.002731106326288195
1536,I wrote a book of tourism.,People can read a total of my travel experience.,Tourism is the total number of people who visit a particular place on a given day.,0.043011438546435556,0.047374092411680294,0.0360429476372403,0.004362653865244738
1537,George is cleaning his room.,He sneezes from time to time.,Dizziness can be a symptom of irritable bowel syndrome.,0.007327197358581205,0.005519436736223811,0.010131152270059743,0.0028039549114785376
1538,Tom searched the Internet for unique little megapods.,The results showed that the wallaby were the right animal.,Wallabies are one of the smallest of all the parakeets.,0.012450129000343039,0.009006328846275322,0.008389406605375795,-0.0034438001540677173
1539,The treatment needs Serotonin.,The doctor extracted some from nerve fibers in follicle walls surrounding oocytes.,Serotonin is present in the follicle wall of the oocyte.,0.030581972844328273,0.21877026527839635,0.02889024871596875,0.1881882924340681
1540,Tom's family grows buckeyes and chestnut trees.,They have a lot in common.,Buckeyes are one of the few plants native to the United States.,0.007885008888640016,0.006884109030870921,0.012851028183987064,0.0049660192953470475
1541,The worker has found a rowan.,He cut down the trunk.,Rowans are small trees with a slender trunk.,0.009801686896737433,0.01040295742128649,0.010008119338931493,0.0006012705245490562
1542,The curtain factory ran out of materials.,It couldn't produce any curtain.,Circles are made from materials.,0.022118287764901035,0.022750653326461687,0.017411845388858326,0.0006323655615606515
1543,Tom joined in the team of the Economists.,He began to examine east asian success.,Economists use the term east as a synonym for western success.,0.020946382927887957,0.029981165600530674,0.018786653156881154,0.009034782672642717
1544,A heavy rain can revive the farm.,The farmed stayed and waited for spring.,Spring is the time to re-establish the health of the field.,0.02529497633811703,0.027151497606326572,0.02766551640966246,0.00237054007154543
1545,Jack ate comfrey by mistake.,He was poisoned.,Comfrey is a poison used in the treatment of poisonings.,0.013905377663448999,0.019070171308046825,0.030187804753322965,0.016282427089873965
1546,The teacher observed the mycelium under the microscope.,He found that it had a haploid nuclei.,Mycelium is a haplotype.,0.016230793674151502,0.008524976479495513,0.01978046019605247,0.003549666521900967
1547,My mom had a headache.,I treated her with aromatherapy.,Aromatherapy is the most common way to treat migraine headaches.,0.014875340441343643,0.02117582282646194,0.18596604305107017,0.17109070260972653
1548,Tom likes to drink smoothies.,His mother bought an electric mixer.,Microwaves are a type of electric mixer used to separate liquids from one another.,0.013887385027798129,0.02551390102271259,0.01667123906303152,0.011626515994914462
1549,Jack wants to eat risotto.,He went to buy rice and meat.,Risotto is a rich source of protein.,0.12428710543656457,0.07294793143950143,0.09637872719675306,-0.027908378239811515
1550,Tom drew a blank American flag.,He added stipes later.,Sticks are symbols of the United States of America.,0.010996403326416906,0.0373153194330768,0.03468280971115598,0.026318916106659897
1551,The microbe has a spore-containing structure called capsule.,It made a difference in its life.,Capsules contain the microbe's own spore.,0.01888625508284668,0.01812505331469653,0.015577495274163852,-0.0007612017681501472
1552,Tom often smokes.,The doctor said his lungs were not healthy.,Smoking causes an increase in the amount of carbon dioxide in the air.,0.004339916144734663,0.01648154385960064,0.0027037200931594296,0.012141627714865976
1553,The Myofibrils have different numbers of myofilaments.,They vary in size.,Myofibrilaments have a number of different sizes depending on their role in the body.,0.013752984129830904,0.021531945823039952,0.010830511825492752,0.007778961693209048
1554,An eight-inch-long creature is attaching to Tom's leg and sucking blood.,It is a leech.,Leeches are one of the most common types of leeches found in the United States.,0.006652447122746351,0.005819911849265615,0.011774145344963264,0.005121698222216913
1555,I think specialists in internal medicine are helpful.,I advised my son to be an internist.,Internists are specialists in the field of internal medicine.,0.0766055315130193,0.09802248009903208,0.10203642851193989,0.025430896998920594
1556,An animal ate a yew leaf.,The animal was poisoned.,Yew is a type of plant native to the western United States but it is also present in many other parts.,0.037251764848544554,0.028504498938543572,0.04067774366422138,0.003425978815676828
1557,She suffers from chronic inflammation.,The doctor said that deleterious but variable consequence is fibrosis.,Fibrosis is a chronic inflammation of the connective tissue of the central nervous system caused by inflammation.,0.06947417259730157,0.08953599578029356,0.12791212520127643,0.05843795260397486
1558,They need to build a furnace.,They brought a boiler firstly.,Furnaces are used to cool the air out of the furnace.,0.03782802458158469,0.03113508172397707,0.030102386485779946,-0.006692942857607621
1559,The doctor told the patient that crying was not a bad thing.,The patient improved with tears.,Crying is a sign of improvement.,0.01631104121518092,0.02170963658771613,0.019190872842660245,0.00539859537253521
1560,Tom wanted to know how to use the smartphone.,He looked for manuals of the phone.,Makers include manuals.,0.01068291541641516,0.013591998154252783,0.011470021247961187,0.002909082737837623
1561,This student suffers from nearsightedness.,He has difficulty in seeing distant objects clearly.,Pupils have near-sightedness due to a deficiency in their ability to see distant objects.,0.008890957708859667,0.010945070480801901,0.014066205012325287,0.00517524730346562
1562,This crop field is always very cold due to frost.,The owner of this field build green houses.,Greenhouses are a type of greenhouse.,0.020285473601203377,0.023284008627894245,0.030559120835224954,0.010273647234021577
1563,A glaucoma patient asked the doctor about the cause.,The doctor said it was because the drainage outlet was blocked and the internal pressure increased.,Glaucomas have a blockage of the drainage system.,0.06028615081348773,0.05856275062392442,0.0747717867073231,0.014485635893835364
1564,Flying insects affect people's rest at night in summer.,People are praying for more bats this year.,Bats are one of the few insects to survive in the coldest part of the year.,0.01754996682281074,0.01225840088307119,0.0209476363904632,0.0033976695676524588
1565,Tom has been practicing table tennis since he was a boy.,"Later, he became an Olympic champion of table tennis.",Tennis is a game played by two people who have the same body parts.,0.027447482939120832,0.035595939579718815,0.037317474098359046,0.009869991159238214
1566,The boss tried to calculate the cost of the company this month.,The accountant told the boss that don't forget to take the benefits into account.,Annuities are the most cost-effective way to pay for the services provided by the government.,0.022669015254166792,0.03308676788502926,0.03922867807148148,0.01655966281731469
1567,Scientists are studying between which cells the sperm is produced.,The results of the study showed that it was the interstitial cells.,Interstitial cells are the cells in the sperm called the spermatozoa.,0.04795907311173541,0.07538380927285761,0.06355398656727278,0.027424736161122197
1568,Jack want to eat ham.,He opened the refrigerator door.,Hams are high in protein.,0.012906341638461435,0.011697753754031415,0.012519970435218035,-0.0003863712032433995
1569,Scientists detect the acidity and alkalinity of volcanism.,Scientists have detected different pH values from 0 to 12.,0.,0.07569696065857155,0.07569696065857155,0.0732088329910399,0.0
1570,Tourist hiked for 3 hours.,All of them sweated a lot.,Sewing is the process of breaking down carbon dioxide in the air.,0.010929602304683457,0.00992104580320793,0.012446700077168416,0.0015170977724849582
1571,Mitochondria in the cell were divided into two.,They developed in this way.,Cytokines are the main components of the nuclear genome.,0.004025170785078087,0.0067980076006620834,0.06370566928928147,0.05968049850420338
1572,The sheep must be a prey in those lions.,The sheep was killed by the lions.,Lions kill prey.,0.032482543478056854,0.04299449195785251,0.05312167757565839,0.020639134097601534
1573,He threw a whole apple into the warm and humid garbage dump.,The apple is rotten.,Dogs eat it.,0.02518630983808678,0.026554386717988886,0.031829553199897435,0.006643243361810654
1574,He asked the cops what they had seen.,"The cops replied, ""Small children.'.",Small children are small children.,0.00010306223670819217,0.00011821844798880873,0.0041384327458934556,0.004035370509185263
1575,The school assumes the responsibility of taking care of the safety of students on campus.,Teachers forbid the students to run around in the campus.,Teachers advise students to stay away from public areas.,0.09195143389873092,0.10585950496789276,0.11075311592210335,0.01880168202337243
1576,This material has excellent flexibility.,This material is easy to bent.,Flexibility is a measure of the ability of an object to bend when it is bent.,0.014639272763011147,0.016689875270748125,0.028405662339939994,0.013766389576928847
1577,The lady wants to live a longer and healthier life.,She becomes a vegetarian.,Vegetarianism is a lifestyle choice made by the body to maintain a healthy lifestyle.,0.0037721452303561844,0.01784765179465267,0.032828996307172856,0.029056851076816673
1578,The government and families strive to guarantee the underlying values of children.,These children's lives are full of happiness.,Happiness is the fundamental value of life as a whole.,0.03708908078256987,0.035903222527853315,0.04567158181011722,0.008582501027547346
1579,He has to complete an optical design.,He uses optical instruments.,Orientation is the process of focusing a beam of light on a point in space.,0.007190763880734464,0.03674705296112669,0.030713995428382823,0.029556289080392224
1580,The child's intestinal gurgling needed some help.,His mom bought him a cup pf yougurt.,Pf is a small soft drink made from the sugar of the fruit.,0.019024579032725766,0.040392068531201114,0.023330582853371477,0.021367489498475348
1581,He was exposed to some nickel.,Heis skin got a rash.,Nickel can also irritate the skin.,0.012775708328381229,0.07553284960792848,0.011656303808419014,0.06275714127954726
1582,Scientists put beryllium and iron together.,They stand still.,Beryllis is a bioluminescent metal.,0.004389628071962731,0.0036581357105304867,0.0031008106226145,-0.0007314923614322446
1583,China's economy were faced with many problems during 1970s.,But we handled them sucessfully and made historical decelopment.,Deletion is the process of managing a country's economic growth over a period of time.,0.01916562015643728,0.02426798270785268,0.051223945098969124,0.03205832494253184
1584,Areoles on stems can prick our skin.,Cactus stems can prick our fingers.,Cactus is a member of the family of phytoplankton.,0.04047080776393566,0.025056215068720022,0.02571353318783368,-0.014757274576101983
1585,The vet provided my dog with Adjuvants.,The stimulation of the appropriate protective immune response was boosted.,Adjuvans can stimulate the appropriate immune response in the absence of an appropriate protective response.,0.03997178970564454,0.07160891336384562,0.04580073096038225,0.03163712365820107
1586,Mr Li wanted to illustrate Enantiomers with examples.,He enumerated a pair of chemical substances.,Enantiomers are one of the most common types of compounds known to man.,0.010445576098313418,0.01875335984876628,0.022112476442105147,0.011666900343791729
1587,Tom ate Prednisone.,He has a stomachache.,Prednisone is used to treat stomachaches.,0.012511685002750945,0.028315630335110753,0.013934140158656813,0.015803945332359806
1588,There was pregnancy on this woman.,Tests revealed that her placenta strongly stimulated progesterone.,Pregnancy is the most common cause of premature birth in women.,0.1944130320120399,0.189500250751894,0.16838259044892748,-0.00491278126014591
1589,The scientist injected the cytotoxin into the cell culture medium.,All cells in the cell culture medium die.,Cytotoxins kill all cell types except the most common type of cancer cell.,0.03872576574737578,0.07042886585220677,0.11459820898236658,0.0758724432349908
1590,He is the cardinal of this church.,He would lead the chorus at every church service.,Chorus is the voice of the church.,0.004946674568395961,0.011454474477701215,0.004714513388778581,0.006507799909305253
1591,Lina inflates the balloon.,The ballon is heavier.,Ballons are heavier than air balloons.,6.699045386032491e-05,9.275601303737294e-05,0.008550860202298234,0.008483869748437909
1592,There is grass on alpine steppes.,Yaks were fed on alpine steppes.,Yaks are one of the fastest growing food groups on the planet.,0.04129220959077448,0.029745796466073983,0.025104368273604044,-0.011546413124700498
1593,The nurse loves taking care of patients.,She often saw their weakness.,Nurses love to help patients.,0.011156734103978036,0.010919396894854862,0.018472740581653848,0.007316006477675812
1594,Zoologists found a hyena.,After a while there were a lot of hyenas.,Hyenas are the most common type of hyena found in the wild.,0.005625727117750572,0.01141470898850662,0.008544537027000714,0.0057889818707560475
1595,Tom spun the manure at high speeds with centrifuges.,The effect of gravity was increased.,Drainage is a measure of the amount of water lost to the atmosphere over a period of time.,0.026843874884550794,0.04294592279744473,0.025522646859922785,0.01610204791289394
1596,Biologists lower the firing threshold of limbic neuron circuits.,Biologists have discovered that dissociation has occurred.,Dissociation is a process of dissociation of the limbic neuronal circuit in the absence of a firing threshold.,0.03283740544012552,0.03735872292308483,0.11201116090261928,0.07917375546249376
1597,John raised some chinchillas.,He kept the chinchillas locked up at night.,Chinchillas are solitary animals in a group with only one mate.,0.010239973938010953,0.027688253122336106,0.013219821017077209,0.017448279184325153
1598,Mary prepared dinners for those boatmen.,She cooked some vegetables.,Boatmen eat vegetables.,0.04221575648252125,0.09053099549734228,0.04768305949557059,0.04831523901482103
1599,The kid swallowed a piece of silver by accident.,He got toxic.,Silver is a very toxic chemical.,0.005027874143977445,0.0120165801962869,0.016327109301716727,0.011299235157739281
1600,It has long-term and heavy rainfalls very often in summer.,This province have frequent flood each summer.,Flooding is the main cause of severe weather events in the western part of the country.,0.034286737515836274,0.04478916497566306,0.05153341169666703,0.017246674180830757
1601,John discovered some chondrites.,He was amazed at the age and history of these stones.,Chondrites are one of the oldest known types of stone found in the earth's crust.,0.008672763332874775,0.0172299293651342,0.010706308275182775,0.008557166032259424
1602,He was watching the eukaryotes that were reproducing.,He found meiosis.,Eukaryotic reproduction is a process in which a group of eutherian protozoans are able to.,0.03426321457102639,0.08448146282420693,0.04496496210995463,0.05021824825318054
1603,Logan's ligamentum flavum was stretched broken during flexion.,Stemosis intensified during flexion after that.,Stemosis is the most common cause of rupture of the ligament.,0.017008173070934128,0.029335329122609083,0.016847670108030312,0.012327156051674955
1604,Jack is good at applying extrapolation in the field of stock and finance.,"By analyzing the economic curve before the stock market disaster in the past, he successfully predicted the financial crisis in 2008.",Predictability is the process of making predictions about the economic environment over a period of time.,0.03749353641920739,0.06204351045221557,0.04040259035064611,0.024549974033008175
1605,The company took use of the way of telecommuting.,Lucy doesn't need to go to the company any more.,Telecommuting is the ability to send a signal from one place to another without the use of a computer.,0.010719086855498,0.012466788685884637,0.010878773902986544,0.001747701830386637
1606,Tom wanted to know what is the turbulent flow of air through the glottis.,Finally he looked it up and he knew it was because of aspiration.,Sedimentation is the process of moving air through a hollow tube.,0.012648869897139505,0.02145949426242207,0.024419643689345148,0.011770773792205643
1607,Tom was guided to draw the dominant creature of agriculture in geography class.,Tom drew some cattle.,Cattle are one of the dominant animals of agricultural life in the western United States.,0.018463782962554104,0.026572036189520996,0.04818301614804142,0.029719233185487318
1608,Mario can't understand some academic definitions in the online document.,His instructor tells him to find the arrows followed and he will see the explanations.,Arrows follow explanations.,0.016978885665935327,0.017861087705050308,0.018546462612423435,0.0015675769464881077
1609,My aunt found harmful levels of common bacteria in food.,She used Pasteurization to kill them.,Pasteurization is the process of removing harmful bacteria from food.,0.03090725104403051,0.030474355987223728,0.06840187210855014,0.03749462106451963
1610,He went to wrestling.,He was injured.,Wrestling is a martial art.,0.008484873732855497,0.0018169153898604672,0.01574438843708097,0.007259514704225473
1611,The most hazardous chemicals in barns should be kept away from childs.,Childs are not allowed to touch disinfectants.,Barns contain potentially hazardous chemicals.,0.03377857759998232,0.042852448302375945,0.04542438013119887,0.011645802531216554
1612,Tom noticed the brightest radiation of all the thermostats.,He identified the location of hydroxyl.,Hydroxyl is one of the most abundant radioactive elements in the atmosphere.,0.01267322710504576,0.02052828476224123,0.05765886684523956,0.0449856397401938
1613,He observed the early process of food decomposition.,He saw rapid leaching of carbohydrates.,Carbohydrates are one of the most common sources of carbohydrates in the diet.,0.05619637120994151,0.05743652089593936,0.06618384405831748,0.009987472848375971
1614,The doctor said he had spondylolisthesis.,The test results showed that his upper vertebra is detached from the lower vertebra.,Spondyliolisthesis is the process of removing the outermost part of the vertebra from the body.,0.01619232377673926,0.0331087491832351,0.014597834772506342,0.01691642540649584
1615,The body needs six key nutrients to thrive.,Nutritionists suggest balanced food mix.,Nutritionists recommend a variety of diets.,0.041453440414895786,0.04209392594675168,0.03664854242416545,0.0006404855318558958
1616,There is no paper in the printer.,The printer can not work normally.,Paste is the process of transferring a large amount of data from one computer to another.,0.03457795100976289,0.03394228940815017,0.03723523225471027,0.0026572812449473793
1617,The United States launched a biological war against Japan.,The United States uses anthrax as its main weapon.,Anthrax is the most lethal of all biological weapons.,0.0709886202556288,0.08101947367548723,0.06944455274645372,0.010030853419858432
1618,Lucy believed that dinosaurs didn't possess teeth.,Her belief was wrong.,Dinosaurs have a tooth-like structure similar to our own but with only a single tooth on each side.,0.023618916453761466,0.014817526311175397,0.016672825140899634,-0.006946091312861832
1619,Weeds swallowed this land.,This land was invaded.,Sedimentation is the process of invading an ecosystem.,0.010569223709156927,0.014898695798771504,0.018839275060421577,0.00827005135126465
1620,The bulbils he raised have been growing for two years.,The bulbils have bloomed.,Bollils are the most common type of flowering plant in the eastern United States.,0.004107319483132735,0.16604861093095855,0.030721337568778314,0.16194129144782582
1621,There has been no rain in the countryside for a month.,The farmer used a hose to draw water out of the well to water the crops.,Hose is used to fill the well with water.,0.021102170200338846,0.03710057115381504,0.02188401716226518,0.015998400953476197
1622,Deltas are rich in natural fertilizer.,Agriculture develops well in deltas.,Deltans feed on natural sources of food such as grasses such as ruminants.,0.03965516335083536,0.02847801379584131,0.012516656597540527,-0.011177149554994052
1623,The woman had to feed her son with berries.,He vomited and took in some toxins.,Bruises can cause vomiting if they are ingested.,0.007882628200576421,0.03630208575509385,0.009857063962880759,0.028419457554517434
1624,The scientist studies water.,He is a hydrologist.,Hydrologists study the effects of rainfall on the earth's surface.,0.052413914396683525,0.00010245598825696756,0.0844590140745528,0.03204509967786927
1625,Tom wants to color his soup.,He put into some tomatoes.,Tomatoes are one of the most versatile vegetables.,0.060876150308285484,0.03141338478112362,0.08120594061969788,0.020329790311412396
1626,Jessy tried to use words to modify a noun and a verb.,She selected an adjective for noun and an adverb for verb.,Adverbs are adjectives used to modify nouns to modify verbs.,0.8600198208557485,1.3360103140289585,1.1552589006152865,0.47599049317321007
1627,Amy lives by the side of Neoprene.,She feels coolness in summer and warmth in winter.,Neoprene is a natural part of the body's response to heat.,0.013663879821037374,0.04589071137067032,0.015268971834439074,0.03222683154963295
1628,He has good cultural adaptability.,He quickly accepted the culture of eating sashimi.,Sashimi is a food with a high level of variation.,0.037590085867172565,0.04755216488732719,0.03281436355925254,0.009962079020154627
1629,Lucy's father was dignosed with the atherosclerosis many years ago.,Lucy was diagnosed with atherosclerosis.,Atherosclerosis is the most common cause of death in the elderly.,0.015903502513342185,0.04407516333694133,0.019617924892686264,0.028171660823599145
1630,Hydrogen perxoide tends to be unstable here.,Tom keeps the laborator at room temperature.,Perxoides are very stable in the presence of hydrogen peroxide.,0.013313122837966346,0.01958063376997034,0.02553341002662485,0.012220287188658505
1631,This farmer wants to build a fish pond.,The farmer found a suitable area.,Ponds are natural habitats.,0.019957644071913312,0.02504159220062799,0.06348492547440142,0.043527281402488106
1632,The experiment is to realize imitation of Thunder.,It is based on the principle of movement of air.,Thunder is a motion of the air as it passes through an object.,0.011060428791446076,0.017116032043110595,0.011377713430968035,0.006055603251664519
1633,The progestin implanted in Lucy's body worked.,A state of false pregnancy was established in her body.,Pregnancy is a state of true pregnancy when the progesterone is injected into the uterus.,0.01872951911786612,0.034083675871026106,0.05430330943295799,0.03557379031509187
1634,We honored a kind of peaceful reconciliation of human difference.,We hold the belief of pacifism.,Paganism is the belief in a peaceful resolution of human differences.,0.013001363680129252,0.019650256224569486,0.02956115030828898,0.016559786628159726
1635,His body has a poor untake of amino acids.,The doctor recommended that he take a supplement of arginine to help depolarization of gut cells to improve.,Arginine is an amino acid found in the body's natural state of disinhibition.,0.12232823653268403,0.159409394019138,0.18101653423391495,0.05868829770123092
1636,I cooked Fucus vesiculosus for my father.,His thyroid function was promoted for more intake of iodine.,Fucus is a good source of iodine in the diet.,0.1825452277789213,0.20545693303267382,0.24360900852708278,0.06106378074816149
1637,Lucy's dog has suffered the brucellosis.,It cannot be a mother any more.,Brucellosis is a disease of the mother's immune system.,0.012395723542145952,0.015675227728950154,0.026469595944262247,0.014073872402116295
1638,Tom's banjo doesn't work any more.,He changed the string and it works again.,Banjo is made of string.,0.04840196468939414,0.03610759664412877,0.04625084560741708,-0.002151119081977057
1639,The soap I made contained Myrrh.,The user of the soap tried to obtain such a  fragrant resin from trees.,Myrrh is a silvery-white resin found in the bark of many shrubs.,0.03219106177918013,0.03576067422374536,0.0359810530045703,0.0037899912253901713
1640,The medicine prescribed by the doctor before Tom did not work.,The doctor prescribed some more delavirdine for him.,Delavarodil is a non-steroidal anti-inflammatory drug used to treat pain in the.,0.04704765500120182,0.052625191412576475,0.07300563278797641,0.02595797778677459
1641,The filter-feeding shellfish ate some algae containing toxins.,Toxins remain concentrated in the shellfish.,Algae contains toxins.,0.08955511260414503,0.08349258268806774,0.03204881980192524,-0.006062529916077294
1642,The doctor said that we should not undercooked and raw pork.,The purpose is to prevent trichinosis.,Triceratosis is the most common cause of death in people who eat raw meat.,0.9959145130706354,0.1124975837375724,0.5872233623455575,-0.4086911507250779
1643,Officers need to go through professional training before taking up the post.,"When we come across an emergency, we should call for professional help from officers in time.",Procedures require professional assistance.,0.017703295313894182,0.018089807707001793,0.023816021179575445,0.006112725865681262
1644,There are a lot of various animals in the forest.,The viper is the most poisonous one.,Vipers are also the most venomous of all the snakes.,0.028738176886932792,0.22791917690093946,0.037852180355262485,0.19918100001400668
1645,Tom is going to join a party.,Tom is practicing quadrille for dancing with his girlfriend.,Quadrille is a dance-like movement in which one part of the body is moved while the other is.,0.0219305598431952,0.01678522542731157,0.014086086993627043,-0.005145334415883631
1646,He often eats psyllium.,He is still healthy.,Psyllium is a substance found in many foods.,0.026864059856994114,0.02651710203945745,0.017244494156510696,-0.00034695781753666527
1647,This enthic group has survived for thoudsands of years.,Their descendants must be good at adapting to conditions.,Thoudsants adapt to a variety of environmental conditions.,0.01745287016794086,0.015357694825670535,0.02281478189961612,0.005361911731675259
1648,Tom swallowed the bulb.,He was poisoned by the active components.,Bulbs contain active ingredients.,0.008069418364287284,0.020295002326145534,0.009900558398070183,0.01222558396185825
1649,A child sees a piece of cake on the table.,Saliva flows out of his mouth.,Cakes have saliva.,0.008223503437850969,0.03360873314846853,0.003958003834009657,0.02538522971061756
1650,The boy curiously followed the flow of the creek.,He found a river finally.,Creeks flow through streams.,0.01816275893569549,0.019314056004601305,0.02805566825402581,0.009892909318330319
