The woman gave birth to a child. The child brought psycho-physical phenomena on a new life.,Birth is the arising of the psycho-physical phenomena.,Psycho-psychology is the study of the effects of the mind on the body.
Tom wants a house where he can dry his clothes. The seller recommends him an apartment.,Apartments have balconies.,Apartment is a term used to describe a home with a roof over the head.
The wind is too strong. Trees are blown down by wind.,Damage is caused by weather conditions.,Wind can cause trees to lose their bark.
The United States is a capitalist country. The vast majority of officials in its government are men.,Capitalism is a male supremacist society.,Men make up about one-third of the federal government.
I wrote a book of tourism. People can read a total of my travel experience.,Tourism is the sum total of a travel experience.,Tourism is the total experience of people who visit a place.
George is cleaning his room. He sneezes from time to time.,Cleaning accompanies sneezings.,Dizziness can be a symptom of sneezing.
Tom searched the Internet for unique little megapods. The results showed that the wallaby were the right animal.,Wallabies are unique little macropods.,Wallabies are the most common species of wallabies found in the wild.
The treatment needs Serotonin. The doctor extracted some from nerve fibers in follicle walls surrounding oocytes.,Serotonin is present in nerve fibers in follicle walls surrounding oocytes.,Serotonin is present in the follicle wall surrounding the oocytes of the follicles.
Tom's family grows buckeyes and chestnut trees. They have a lot in common.,Buckeyes are distant relatives to chestnuts.,Buckeyes are one of the most common plants in the United States.
The worker has found a rowan. He cut down the trunk.,Rowans have trunks.,Rowans are small birds with a long tail.
The curtain factory ran out of materials. It couldn't produce any curtain.,Curtains are made of materials.,Circles are made of carbon-based materials.
Tom joined in the team of the Economists. He began to examine east asian success.,Economists examine east asian success.,Economists are a group of scientists who study the effects of economic growth on the east as well as the west.
A heavy rain can revive the farm. The farmed stayed and waited for spring.,Springs bring heavy rain.,Spring is the time to re-establish the ecosystem.
Jack ate comfrey by mistake. He was poisoned.,Comfrey contains potentially dangerous compounds known as pyrrolizidine alkaloids.,Comfrey is a poison.
The teacher observed the mycelium under the microscope. He found that it had a haploid nuclei.,Myceliums contain haploid nuclei.,Mycelium is a very common haploid group in the human genome.
My mom had a headache. I treated her with aromatherapy.,Aromatherapy is used as a headache reliever.,Aromatherapy is the most effective way to treat anaphylaxis.
Tom likes to drink smoothies. His mother bought an electric mixer.,Smoothies are a type of cold drink made with an electric blender.,Microwaves are a type of electric mixer used to make smoothie mixes.
Jack wants to eat risotto. He went to buy rice and meat.,Risotto is a class of Italian rice dishes cooked in broth to a creamy consistency.,Risotto is a rich source of protein.
Tom drew a blank American flag. He added stipes later.,Flags consist of stripe stripes.,Sticks are made of metal.
The microbe has a spore-containing structure called capsule. It made a difference in its life.,Capsules play a number of roles in the life of microbes.,Capsules are a type of microbe known as a microbe.
Tom often smokes. The doctor said his lungs were not healthy.,Smoking affects physical fitness.,Smoking causes the lungs to become inflamed.
The Myofibrils have different numbers of myofilaments. They vary in size.,Myofibrils vary in size depending upon the number of myofilaments they contain.,Myofibrillae have a number of different sizes depending on their size.
An eight-inch-long creature is attaching to Tom's leg and sucking blood. It is a leech.,Leeches can grow to be eight inches long.,Leeches are one of the most common parasitic insects on the planet.
I think specialists in internal medicine are helpful. I advised my son to be an internist.,Internists are specialists in internal medicine.,Internists are specialists in the field of internal medicine.
An animal ate a yew leaf. The animal was poisoned.,Yews are toxic to many animals but are relished by deer.,Yew is a plant-derived neurotoxin.
She suffers from chronic inflammation. The doctor said that deleterious but variable consequence is fibrosis.,Fibrosis is the deleterious but variable consequence of chronic inflammation.,Fibrosis is a chronic inflammation of the central nervous system caused by a variety of pathogen-mediated mechanisms.
They need to build a furnace. They brought a boiler firstly.,Furnaces have boilers.,Furnaces have airtight seals.
The doctor told the patient that crying was not a bad thing. The patient improved with tears.,Tears help the body eliminate toxins caused by stress.,Sorrow is a state of calm in the brain after a traumatic event.
Tom wanted to know how to use the smartphone. He looked for manuals of the phone.,Manuals explain usage.,Makers have manuals.
This student suffers from nearsightedness. He has difficulty in seeing distant objects clearly.,Nearsightedness is the inability to see clearly at a distance.,Pupils have near-sightedness because of their ability to see distant objects without being able to see the.
This crop field is always very cold due to frost. The owner of this field build green houses.,Greenhouses help to protect crops from frost.,Greenhouses are a type of greenhouses.
A glaucoma patient asked the doctor about the cause. The doctor said it was because the drainage outlet was blocked and the internal pressure increased.,Glaucoma occurs when the drainage outlets become blocked causing fluid pressure within to build.,Glaucomas are a common cause of obstruction of the drainage system.
Flying insects affect people's rest at night in summer. People are praying for more bats this year.,Bats are great to have around because they eat millions of insects.,Bats are one of the most common insect pests in the United States.
"Tom has been practicing table tennis since he was a boy. Later, he became an Olympic champion of table tennis.",Childhood is a time of intensive continuous learning.,Tennis is one of the oldest professional sports in the world.
The boss tried to calculate the cost of the company this month. The accountant told the boss that don't forget to take the benefits into account.,Cost includes benefits.,Annuals include benefits.
Scientists are studying between which cells the sperm is produced. The results of the study showed that it was the interstitial cells.,Spermatogenesis occurs in the a interstitial cells.,Interstitial cells are the cells producing the sperm.
Jack want to eat ham. He opened the refrigerator door.,Ham is located in refrigerators.,Hams are a member of the ham family.
Scientists detect the acidity and alkalinity of volcanism. Scientists have detected different pH values from 0 to 12.,Volcanism ranges from basic to acid in composition.,0.
Tourist hiked for 3 hours. All of them sweated a lot.,Hikes cause sweating.,Hikes cause sweating.
Mitochondria in the cell were divided into two. They developed in this way.,Mitochondria develop by division too.,Oligonucleotides are one of the two most abundant nucleotides in the nuclear genome.
The sheep must be a prey in those lions. The sheep was killed by the lions.,Prey is killed by other animals.,Lions kill prey.
He threw a whole apple into the warm and humid garbage dump. The apple is rotten.,Rots develop rapidly under warm moist conditions.,Dogs feed on rotting fruit.
"He asked the cops what they had seen. The cops replied, ""Small children.'.",Cops see small children.,Small children are kids who have no parents.
The school assumes the responsibility of taking care of the safety of students on campus. Teachers forbid the students to run around in the campus.,Teachers take responsibility.,Sterilization is the act of hurling a projectile at an object in the air.
This material has excellent flexibility. This material is easy to bent.,Flexibility is the ability of a tissue to lengthen.,Flexibility is the ability to bend a material.
The lady wants to live a longer and healthier life. She becomes a vegetarian.,Vegetarians live longer healthier lives.,Vegetarianism is a lifestyle of eating plant-based foods with no animal products.
The government and families strive to guarantee the underlying values of children. These children's lives are full of happiness.,Happiness is caused by satisfaction of underlying values.,Happiness is a fundamental human right.
He has to complete an optical design. He uses optical instruments.,Designs use optical instruments.,Orientation is the process of adjusting the optical properties of a material.
The child's intestinal gurgling needed some help. His mom bought him a cup pf yougurt.,Yogurt helps intestines.,Pf is a liquid used to fill the stomach with water.
He was exposed to some nickel. Heis skin got a rash.,Nickel can irritate skin.,Nickel can irritate the skin.
Scientists put beryllium and iron together. They stand still.,Beryllium is non-magnetic.,Beryllis is a bioluminescent metal.
China's economy were faced with many problems during 1970s. But we handled them sucessfully and made historical decelopment.,Problems lead to development.,Deletion is the process of making a small amount of money from a loan to another person's business.
Areoles on stems can prick our skin. Cactus stems can prick our fingers.,Cactus stems possess areoles.,Cactus have a hard outer coating called a papier-mache.
The vet provided my dog with Adjuvants. The stimulation of the appropriate protective immune response was boosted.,Adjuvants help to stimulate the appropriate protective immune response in the dog.,Adjuvans are used to stimulate the appropriate immune response in the context of a variety of situations.
Mr Li wanted to illustrate Enantiomers with examples. He enumerated a pair of chemical substances.,Enantiomers come in pairs.,Enantiomers are the two most common types of enantiomers found in the human body.
Tom ate Prednisone. He has a stomachache.,Prednisone can be hard on the stomach.,Prednisone is used to treat constipation.
There was pregnancy on this woman. Tests revealed that her placenta strongly stimulated progesterone.,Pregnancy is a period of intense progesterone stimulation by the placenta.,Pregnancy is the most common cause of birth defects in women.
The scientist injected the cytotoxin into the cell culture medium. All cells in the cell culture medium die.,Cytotoxins kill living cells.,Cytotoxins are produced by a process called apoptosis.
He is the cardinal of this church. He would lead the chorus at every church service.,Cardinals sing songs.,Chruses are the voice of the church.
Lina inflates the balloon. The ballon is heavier.,Air has mass.,Ballons are heavier than air balloons.
There is grass on alpine steppes. Yaks were fed on alpine steppes.,Yaks graze on alpine steppes.,Yaks are a member of the family of arboviruses.
The nurse loves taking care of patients. She often saw their weakness.,Weakness occurs in patients.,Nursing is one of the few areas of the body in which the body is most vulnerable to injury.
Zoologists found a hyena. After a while there were a lot of hyenas.,Hyenas live in communities.,Hyenas are very common in the wild but they can also be found in certain habitats.
Tom spun the manure at high speeds with centrifuges. The effect of gravity was increased.,Centrifuges increase the effect of gravity by spinning the manure at high speeds.,Drainage is a measure of the amount of water per unit area of an object.
Biologists lower the firing threshold of limbic neuron circuits. Biologists have discovered that dissociation has occurred.,Dissociation is due to lowering of the firing threshold of limbic neuronal circuits.,Dissociation occurs in the absence of disinhibition of the limbic neuronal circuit.
John raised some chinchillas. He kept the chinchillas locked up at night.,Chinchillas are nocturnal.,Chinchillas are solitary animals with only one mate.
Mary prepared dinners for those boatmen. She cooked some vegetables.,Boatmen eat vegetables.,Boatmen eat vegetables.
The kid swallowed a piece of silver by accident. He got toxic.,Silver is toxic.,Silver is a very toxic substance.
It has long-term and heavy rainfalls very often in summer. This province have frequent flood each summer.,Floods are primarily due to heavy rainfalls persisting over a period of time.,Flooding is the main cause of severe droughts in many parts of the country.
John discovered some chondrites. He was amazed at the age and history of these stones.,Chondrites are almost as old as the Earth.,Chondrites are about the size of a grain of rice.
He was watching the eukaryotes that were reproducing. He found meiosis.,Meiosis occurs in reproduce eukaryotes.,Eukaryotic reproduction is the sexual reproduction of a sexually dimorphic group of protozoan euk.
Logan's ligamentum flavum was stretched broken during flexion. Stemosis intensified during flexion after that.,Flexion stretches the ligamentum flavum to reduce stenosis.,Stemosis is a common cause of rupture of the ligament.
"Jack is good at applying extrapolation in the field of stock and finance. By analyzing the economic curve before the stock market disaster in the past, he successfully predicted the financial crisis in 2008.",Extrapolation is the estimating of the future value of some variable based on past values.,Predictability is the process of adjusting to changes in the economic situation over time.
The company took use of the way of telecommuting. Lucy doesn't need to go to the company any more.,Telecommuting is the substitution of commuting with telecommunications.,Telecommuting is a way of getting around the physical limitations of the human body.
Tom wanted to know what is the turbulent flow of air through the glottis. Finally he looked it up and he knew it was because of aspiration.,Aspiration is a turbulent flow of air through the glottis.,Avalanches are turbulent flows of air flowing through the girdle at the base of the nose.
Tom was guided to draw the dominant creature of agriculture in geography class. Tom drew some cattle.,Cattle dominate agriculture.,Cattle are the dominant animal of agriculture.
Mario can't understand some academic definitions in the online document. His instructor tells him to find the arrows followed and he will see the explanations.,Arrows provide explanations.,Arrows follow explanations.
My aunt found harmful levels of common bacteria in food. She used Pasteurization to kill them.,Pasteurization kills harmful levels of bacteria commonly found in food.,Pasteurization is a method of killing harmful bacteria in the food it is eaten by most people.
He went to wrestling. He was injured.,Wrestling cause physical injuries.,Wrestles cause injuries.
The most hazardous chemicals in barns should be kept away from childs. Childs are not allowed to touch disinfectants.,Disinfectants are among the most hazardous chemicals in barns.,Barns contain a wide variety of hazardous chemicals.
Tom noticed the brightest radiation of all the thermostats. He identified the location of hydroxyl.,Hydroxyl emits some of the brightest radiation of all the molecules.,Hydroxyl is one of the most abundant radioactive elements in the atmosphere.
He observed the early process of food decomposition. He saw rapid leaching of carbohydrates.,Carbohydrates also leach quickly during early decomposition.,Leakage occurs in the early stages of food decay.
The doctor said he had spondylolisthesis. The test results showed that his upper vertebra is detached from the lower vertebra.,Spondylolisthesis is a slippage of the vertebrae.,Spondylulisthesis is a procedure used to separate the two vertebrae in an attempt to separate.
The body needs six key nutrients to thrive. Nutritionists suggest balanced food mix.,Food contains several key nutrients.,Nutritionists recommend a low-fat diet.
There is no paper in the printer. The printer can not work normally.,Printers desire paper.,Printing is the process of making copies of documents from one place to another.
The United States launched a biological war against Japan. The United States uses anthrax as its main weapon.,Anthrax is a highly lethal biological weapon.,Anthrax is a highly toxic chemical used in the production of many types of weapons such as biological weapons.
Lucy believed that dinosaurs didn't possess teeth. Her belief was wrong.,Dinosaurs possess teeth.,Dinosaurs have no teeth at all.
Weeds swallowed this land. This land was invaded.,Invaders include weeds.,Agriculture is one of the main causes of agricultural destruction in the western hemisphere.
The bulbils he raised have been growing for two years. The bulbils have bloomed.,Bulbils take about two years to reach bloom stage.,Bollils are very sensitive to light.
There has been no rain in the countryside for a month. The farmer used a hose to draw water out of the well to water the crops.,Hose carries water.,Hose is used to fill the well with water.
Deltas are rich in natural fertilizer. Agriculture develops well in deltas.,Deltas are natural sites of agricultural development.,"Deltans feed on a wide variety of crops including wheat, barley, rye, millet, etc."
The woman had to feed her son with berries. He vomited and took in some toxins.,Berries are poisonous though used as an emetic.,Bruises can cause vomiting.
The scientist studies water. He is a hydrologist.,Hydrologists are scientists who study water.,Hydrologists study the effects of rainfall on the distribution of precipitation in the atmosphere.
Tom wants to color his soup. He put into some tomatoes.,Tomatoes contain a high amount of lycopene.,Tomatoes are a type of tomato.
Jessy tried to use words to modify a noun and a verb. She selected an adjective for noun and an adverb for verb.,Adjectives modify nouns while adverbs modify verbs.,Adverbs are adjectives used to modify nouns or adjectives.
Amy lives by the side of Neoprene. She feels coolness in summer and warmth in winter.,Neoprene is cool in summer warm in winter.,Neoprene is a natural component of the body's natural response to heat.
He has good cultural adaptability. He quickly accepted the culture of eating sashimi.,Acculturation is simply the acceptance of culture traits by one group from another.,Sashimi is a dish made from the skin of a fish.
Lucy's father was dignosed with the atherosclerosis many years ago. Lucy was diagnosed with atherosclerosis.,Atherosclerosis is probably the result of the action of many genes.,Atherosclerosis is a disease of the arteries leading to the heart.
Hydrogen perxoide tends to be unstable here. Tom keeps the laborator at room temperature.,Hydrogen perxoide is stable at room temperature.,Perxoides are extremely stable in the presence of hydrogen perxolide.
This farmer wants to build a fish pond. The farmer found a suitable area.,Areas provide water.,Fisheries have habitats.
The experiment is to realize imitation of Thunder. It is based on the principle of movement of air.,Thunder is also the result of moving air.,Thunder is a motion of air in relation to an object.
The progestin implanted in Lucy's body worked. A state of false pregnancy was established in her body.,Progestins act by establishing a state of false pregnancy in women.,Pregnancy is a state of true pregnancy when the progesterone is injected into the uterus.
We honored a kind of peaceful reconciliation of human difference. We hold the belief of pacifism.,Pacifism is the belief in peaceful reconciliation of human differences.,Paganism is the belief that all human beings are equal to one another.
His body has a poor untake of amino acids. The doctor recommended that he take a supplement of arginine to help depolarization of gut cells to improve.,Arginine helps to depolarize gut cells leading to an improved uptake of the amino acids.,Arginine is an amino acid found in the body's natural anti-oxidant properties.
I cooked Fucus vesiculosus for my father. His thyroid function was promoted for more intake of iodine.,Fucus vesiculosus promotes thyroid function as an excellent source of iodine.,Fucus is a common cause of thyroid dysfunction in the elderly.
Lucy's dog has suffered the brucellosis. It cannot be a mother any more.,Brucellosis affects almost all mammals.,Brucellosis is caused by the shedding of blood from the mother's own body.
Tom's banjo doesn't work any more. He changed the string and it works again.,Banjos have string.,Bass has string.
The soap I made contained Myrrh. The user of the soap tried to obtain such a  fragrant resin from trees.,Myrrh is a fragrant resin obtained from a tree.,Myrrh is one of the most fragrant substances known to man.
The medicine prescribed by the doctor before Tom did not work. The doctor prescribed some more delavirdine for him.,Delavirdine can interact with other drugs.,Delavarotoxacin is a drug used to treat a number of serious side effects.
The filter-feeding shellfish ate some algae containing toxins. Toxins remain concentrated in the shellfish.,Toxins produced by the algae remain concentrated in the filter-feeding shellfish.,Algae contain a high concentration of neurotoxins.
The doctor said that we should not undercooked and raw pork. The purpose is to prevent trichinosis.,Trichinosis is a preventable disease.,Trichinoses are a serious disease caused by the bacterium bacillus subtilis.
"Officers need to go through professional training before taking up the post. When we come across an emergency, we should call for professional help from officers in time.",Officers possess expert knowledge.,Procedures require professional assistance.
There are a lot of various animals in the forest. The viper is the most poisonous one.,Vipers possess characters.,Vipers are the most venomous of all the animals on the planet.
Tom is going to join a party. Tom is practicing quadrille for dancing with his girlfriend.,Quadrille is dance music.,Quadrille is a dance music style of dance music.
He often eats psyllium. He is still healthy.,Psyllium has no harmful side effects.,Psyllium is a very high-fiber substance found in many foods.
This enthic group has survived for thoudsands of years. Their descendants must be good at adapting to conditions.,Descendants adapt to conditions.,Thoudsants adapt to environmental conditions.
Tom swallowed the bulb. He was poisoned by the active components.,Bulbs contain active components.,Bulbs are active components of the human body.
A child sees a piece of cake on the table. Saliva flows out of his mouth.,Mouths produce saliva.,Cakes have a small amount of saliva.
The boy curiously followed the flow of the creek. He found a river finally.,Creeks flow into rivers.,Creeks flow through streams.
Materials stored in the factory are of high flammability. Anything causing fire is not allowed here.,Flammability is the tendency of a chemical to burn.,Flammability is a measure of the amount of carbon dioxide in the air.
Little Emma is four years old. The doctor confirms that she does not suffer from autism.,Autism is a developmental disability identified during the first three years of life.,Autism is a neurological condition characterized by the inability of the brain to process the full range of motion of the.
She had dependency on drugs. She ended her days in poverty.,Dependency causes the individual to fall into poverty.,Depression is the leading cause of death among young adults in the United States.
Gorge hates the smell of all onions in the onion family. He dislikes the Scallions known as green onions as well.,Scallions commonly known as green onions are in the onion family.,Scallions are a member of the scallions family.
People always like to look at the blue sky and white clouds outside the window. They always sit in the innermost seat of the plane.,Planes have windows.,Blue is the outermost part of the sky.
Tom feels his stomach aches. He was diagnosed with hemias.,Hernias can occur if the abdominal wall is weakened.,Hemias is the most common cause of death in children with anaphylaxis.
Tom bought a lot of specialty from Beijing. Jack drove a car to pick up Tom and the specialty.,Automobiles have trunks.,Specialty is a term used to describe the quality of a particular product.
John had HIV virus infection. His immune system broke down.,Aids is acquired immune deficiency caused by a virus.,Immunity is the process of breaking down a virus.
Biologists observed the molting of isopods. He found that they shed half of their exoskeleton each time.,Isopods shed half of their exoskeleton at a time when they molt.,Isopods are able to shed half their body weight in a single year.
He has been smoking cigarettes for four years. His finger has been stained with the cigarette.,Cigarettes have significant effects.,Cigarettes have a chemical smell similar to tobacco.
"Speaking requires the vibration of the vocal cords, which are located in the throat. Vibrations of the vocal cords cause sore rubbing of the throat.",Talking causes sore throats.,Vibrations can also cause a desire to urinate.
Faces of all audience watching the horror were projected on the screen. They saw their own pale faces.,Faces have pale skin.,Pale faces represent the faces of all viewers watching the film.
Tom looked at the object representing the pioneers' hardships. He perceived misery.,Misery is due to the perception of objects.,Despair is the state of mind when one thinks about the past.
The patient's global cerebral functions were affected. He lost his orientation.,Orientation is a global cerebral function.,Orientation is the ability of the brain to orient itself to a direction of motion in the body.
Lucy was doing a research about the material of the underwears. She found that all of them contain polypropylene.,Polypropylene is common in underwear fabrics as it wicks water efficiently.,Polypropylene is one of the most commonly used materials in the underwear.
There are many mosquitoes around Jack's house. He bought a lot of mosquito repellent.,Repellents are very useful in protecting against mosquito bites.,Mosquitoes are one of the few insect repellents used in the home.
The baby kept crying when he was hungry. The mother feeds the baby milk.,Infants feed whole cow milk.,Mammals feed on their offspring by sucking it out of the mother's mouth.
A farmer uses a lot of fertilizer to grow his crops. The crops grow well.,Fertilizers act to supplement the natural deficiency as well as the depletion of nutrients.,Fertilizer is used to grow most of the nutrients in the food chain.
Emotional stress led to his lower body temperature. He senstively felt the coldness of his extremities.,Extremities are sensitive to cold caused by emotional stress.,Sensitization is the process of exfoliating the dead tissue of the body by exfoliation of.
Tom was infected with anthrax. He is very ill.,Anthrax is a bacteria.,Anthrax is the most common cause of death in people who have been exposed to the disease.
The experimenter is examining the rays in the wood. The experimenter selected both kinds of wood.,Rays are present in both types of wood.,Rays are found in many different types of woods.
Jackson wanted to study the creatures of the human family. Jackson's professor recommended him to study hominids.,Hominids are creatures of the human family.,Hominids are one of the most common members of the chimpanzee family.
Grandma and the bank signed a trust agreement. No one other than grandma can know the contents of the document.,Trusts are private documents.,Trusts are documents created by the people who created the documents.
Tom has a healthy heart. He has a good blood circulation in his body.,Blood is circulated around the body through blood vessels by the pumping action of the heart.,Heart disease is the leading cause of death in young adults.
Tom's restaurant is not doing well. He took to the streets to drum up customers.,Solicitation is the act of soliciting.,Drumming is the art of bringing people together in a way they can relate to one another.
China is getting better and better. Chinese will no longer be bullied.,Realm has power.,Bullying is a natural part of life in the developing world.
The sound of farting suddenly echoes in the quiet classroom. The whole classroom burst into laughter.,Farts caused laughter.,Farts can be a common cause of laughter in children.
"In order to make resonance, Tom tries to shake a tub of water with different frequencies. The water keeps vibrating without his shaking as he tries the same frequency as the water has.",Resonance is the vibration set up by contact with an object sympathetic to the frequency.,Reverbability is the ability to shake the same amount of water at the same time.
There are many molas in the sea. Molas are easily bitten by other fish.,Molas have a reduced skeleton with fewer vertebrae than any other fish.,Molas are a common cause of death among sea urchins.
This research needs a sessile animal. The teacher suggested that they choose crinoids.,Crinoids are sessile.,Crinoids are a member of the clade of the cephalopod family.
"Tom saw the grass germinate. A few days later, Tom observed the taproot of the grass.",Grasses establish a taproot upon germination.,Taproots are a type of plant usually found on the lower part of the upper part of a plant.
Billy is reading about fat. Billy reads about lipids in his reading.,Lipids are a type of fat.,Lipids are the building blocks of the body's natural defense system.
I compared the faces of a cougar and a cat. I thought they have similar faces.,Cougars look like cats.,Cougars have similar facial features to cats but have a slightly different set of facial features.
Jane is a master of Selvage. The finished lengthwise edges of her fabric works were always wonderful.,Selvage refers to the finished lengthwise edges of the fabric.,Selvage is a stitch-like fabric.
Tom threw a piece of glass onto the quartz. . The glass broke into pieces. .,Quartz is harder than glass.,Quartz is made of quartz.
The lactating woman took hydrazine. The baby had related adverse reactions.,Hydralazine passes into breast milk.,Hydrazine can cause a number of adverse reactions in the mother.
Harvests make farmers happy. Farmers like autumn.,Autumn is also a time to harvest.,Autumn is a time when the weather is warm enough to keep crops from drying out.
There are many tools in front of the tree. Tom recognizes the stick at once.,Sticks have several features.,Sticks have a distinctive shape.
This thruse has hurt its wings. It has difficulty in flying.,Thrushes have wings.,Swing is a vital part of the body's ability to control movement.
Tom is willing to offer help. He often assists people.,People need assistance.,Help is the act of helping one another.
Hellbenders have strong limbs as sea creatures. They always walk under the sea.,Hellbenders can swim but usually walk along the stream bottom using their sturdy limbs.,Sea urchins have strong legs as sea urchin.
Gardeners offer the lawn enough fertiles. The lawn has nitrogen inside.,Lawns eat nitrogen.,Nertilis is used to fertilize the soil.
Tom took a visit to the national park. Tom saw a lot of pretty birds in the national park.,Parks have birds.,Nepal is one of the most beautiful places in the world.
Tom has exploring the secret of the nature. He found lectins everywhere.,Lectins occur ubiquitously in nature.,Lectins are a type of secreted protein found in many plants.
The two soldiers are very anxious. There is a great tension between them.,Tension is produced by anxiety.,Tension leads to anxiety.
Recording polarity is very important in John's experiment. John recorded the the phase of the signal in relation to the string vibration.,Polarity refers to the phase of the signal in relation to the string vibration.,Polarity is a measure of the amount of time it takes to change from one state to another.
They were all fleshes. They had appearances.,Flesh has appearances.,Fleshes have appearances.
John attempted to cheat in the exam. John's cheating was discovered by the teacher and his exam was terminated.,Attempts have consequences.,Examiners are experts in the art of cheating in the examination of human beings.
Foxes have been hunting well recently. It saves surplus prey.,Foxes cache excess food when the hunting is good.,Hunting is the process of converting an animal's body mass into energy.
I appreciated the works of the artist. I understood the the objectification of his feeling.,Art is the objectification of feeling.,Art is a way of expressing the idea of being something other than oneself.
The bad guy wants to infere the program. He found some bullies to make destructions to the building.,Interference involves destruction.,Bullies cause destruction.
The researcher wants to oxidize the ammonia into nitrate. The researcher made a nitrification.,Nitrification is defined as the oxidation of ammonia to nitrate.,Nitrifiers are a type of oxidizer.
Everyday there are some germs invading our body. The immunity system defend our body from being ill.,Immunity is our body's ability to defend itself against foreign substances like germs.,Immunity is the ability to defend against a variety of infectious diseases.
The students in this class have graduated long time ago. They all have good jobs now.,Students find successful careers.,Graduates start with good jobs.
The Man hunted Bilbies. He was caught for killing endangered species of Australian marsupials.,Bilbies are an endangered species of Australian marsupials.,Bilbies are one of Australia's most endangered species.
There is a sedge in Tom's garden. He found the sedge was bending.,Sedges tend to have angled stems.,Sedges have bendings.
The situation in the Middle East is uncertain. Some experts intend to make some assessments.,Experts to assess situations.,Assessments focus on areas of concern.
Mike lives in a basin. He is used to the seasonal variability.,Basins have seasonal variability.,Basins have seasonal variation.
Tom likes to open a new book on the first day of a month. Tom can finish reading at least one book a month.,Reads start with open books.,Daytime is the time when the body adapts to a new environment.
There is a lot of acidic soil in this place. Horticulturists plant heaths and eventually make a sea of flowers.,Heaths thrive in acidic soil.,Horticulturist plants are very sensitive to acidity.
The programmer is detecting the data of object movement. Programmers detect through flows.,Flows are streams of multimedia data moving through a sequence of objects.,Flow is the flow of data from one object to another.
The oosperm of a frog is in the egg. A tadpole would first feel the world in the pond.,Frogs start their lives in eggs in ponds.,Tadpoles swim in the water by way of their gills.
"They mixed cement with water by pouring it into the pit. After stirring for a while, the contents of the pit synthesize new substances and harden.",Cement reacts chemically with water to cause concrete to harden.,Cement dissolves in water.
Tom has symptoms of keratinization. The doctor suspects that Tom has squamous cell carcinoma.,Keratinization is one of the diagnostic features of squamous cell carcinoma.,Keratinization is a common side effect of the papillomaviruses.
Tom used his prizes as evidence. His potential to win another game was demonstrated.,Evidence demonstrates potential.,Prestige is a measure of potential.
Harbin Institute of technology uniformly installed the building with heat insulation panels. Harbin Institute of technology is the best school to keep warm in winter in China.,Insulation is designed to prevent heat flow.,Harmonization is the process of keeping a building cool in the winter months by insulating it from the.
Many public utilities in this city were very old. They will be installed with new facilities.,Utilities install facilities.,Utilities use electricity.
Air enters cavities. Pouches can let air in.,Pouches contain cavities.,Cavities have cavities to allow air to pass through the cavity.
Insects had contact with his nake wound. He was infected with virus.,Insects pick up viruses.,Nodovirotosis is the most common cause of direct contact with the nuke wound in insects.
The weather is hot in summer. Inside the house is cooler than outside.,Homes have air conditions.,Condensation is produced by the wind as it cools the air.
I was doing experiment on a tundra. I could barely see trees around.,Tundra is an environment characterized mainly by the absence of trees.,Tundra is the most visible part of the planet's climate system.
Conducting electricity without resistance won't emit a lot heat. The Superconductive material can keep the temperature of the circuit.,Superconductivity is the property of some materials to conduct electricity without resistance.,Superconductivity is a measure of the electrical conductivity of a material when it is applied to a surface.
The leader's effort had positive effect on the staff. His encouraging plan had more effectiveness.,Effects alter effectiveness.,Staff have positive effects.
The plane needs to fly smoothly. The plane should not fly in troposphere at last.,Tropospheres have characteristics.,Tropospheric pressure is a measure of the amount of air mass in the atmosphere at any given moment.
He brought his cat to the vet. The vet asserted it has panleukopenia.,Vets make definite diagnoses.,Panleukopoietic is a disease of the central nervous system characterized by a lack of blood flow.
The enemy dropped a lethal biological weapon. Many people were infected with anthrax.,Anthrax is a lethal biological weapon.,Anthrax is the most common cause of death from the spread of the disease to people who are exposed to it.
"Peter was particularly good at cryptanalysis at the military academy. During the exercise, he successfully cracked the other party's cryptosystem.",Cryptanalysis studies the breaking of cryptosystems.,Cryptosystems are the components of a computer system.
He doesn't have a method at all. His trials always fail.,Trials look at methods.,Procedures involve trials.
Yeasts are prokaryotes. Yeast has no chromosomes.,Procaryotes lack nuclei.,Yeast is a member of the family of protozoa.
Scientists need to keep hydrogen peroxide stable. Scientists keep hydrogen peroxide at room temperature.,Hydrogen perxoide is stable at room temperature.,Hydrogen peroxide is a stable gas.
They walked along the stream. They found lots of fish in it.,Streams possess fish.,Fisheries feed on fish.
There is grass on alpine steppes. Yaks were fed on alpine steppes.,Yaks graze on alpine steppes.,Yaks graze on the grasses of a wide variety of grasses.
This brand is dominant. People believe its good quality.,Dominance suggests quality.,Consumers believe in quality.
The Humidity was decreased. The drying time of all paints changed except for latexes.,Humidity affects the drying time of all paints but especially latexes.,Lime is a drying agent used to reduce the amount of moisture in the air.
Patients with cancer always have sudden pain. The doctor will give them some meperidine.,Meperidine is a widely prescribed opioid analgesic used in a variety of clinical situations.,Meperidine is one of the most commonly used anticonvulsants in the treatment of cancer.
Ten people in the hospital have schizophrenia. Nine of them usually have delusions and the other sometimes does.,Delusions are common among individuals with schizophrenia.,Drowsiness is a common symptom of schizophrenia.
Tom wants to be refrained from sex. He became a monk.,Abstinence is the choice to refrain from sex.,Monks are people who have no desire to engage in sexual activity.
I don't want others know I followed Paganism. I hide the way of my life.,Paganism is a certain way of life.,Paganism is a religion of hiding the ways of the mind.
