The woman gave birth to a child. The child brought psycho-physical phenomena on a new life.,Birth is the arising of the psycho-physical phenomena.,Psycho-psychological phenomena are the physical manifestations of the human mind.
The summary of Tom's paper had a mistake. Professors picked the mistake up immediately.,Summaries receive attention.,Expertise is the process of discovering something new.
The altimeter malfunctions and fails to measurie atmospheric pressure. The plane's altitude cannot be determined.,Altimeters determine a plane's altitude by measuring atmospheric pressure.,Altimetry is the measurement of the relative position of the earth's atmosphere in relation to the plane's gravity.
"Steven yearns for the results of the college entrance examination. Naturally, Steven is always in a state of anxiety.",Anxiety is the natural state of human nature.,Exams are examinations of the mind.
"Tom put sweat, tears and saliva on the silk. Silk has different variations.",Perspiration makes silk yellow.,Sculpture is the process of removing sweat from the skin.
Mike became a superman in his dreams. He thought he can fly even when awake.,Dreaming cause confusion.,Supermen have special abilities.
A fly was capture by a spider. The fly was eaten by the spider.,Arachnids are generally hunters.,Spiders eat insects.
Now we are tourists. We start our trips.,Tourists begin trips.,Tourists visit places.
There is a bee on the periwinkle. The periwinkle has no reaction.,Periwinkles are vegetarians.,Periwinkle is a member of the family of flowering plants.
The amateur observed the shape of moon via images from satellites. Its shape ranges from highly irregular to sphere.,Moons range in shape from highly irregular to spheres.,Pseudodonts are very irregular in their shape.
The villager was terrified of the geysers. His father told him it was just a manifestation of volcanic activity.,Geysers are a manifestation of volcanic activity.,Geysers are caused by volcanic eruptions.
Parents are more traditional than children. Parents have diffrent styles from children.,Tradition influences style.,Differences in style can have a significant impact on the quality of life of children.
Tom mixex some reactants together in a beaker to see what will happen. The beaker becomes too hot and breaks into pieces.,Reactants have energy.,Reactants break up into small pieces.
Too many calories do a lot of harm to human body. The current trend is to restrict calorie intake.,Restrictions can have many health benefits.,Calorie restriction is the most effective way to limit the amount of energy an individual can consume.
My grandma was diagnoised as cataract. She doesn't believe for her unffected visual acuity.,Cataracts never affect visual acuity.,Diagnoise is caused by the presence of cataracts.
Maria listens to music when she is in a bad mood. She will be relieved.,Music has power.,Music helps calm the mind.
Tom forgot to bring water to do the experiment. He melted some ice.,Solution is when one substance dissolves into another one.,Ice dissolves in water.
Tom took a lot of antibiotics. The doctor prescribed him a lot of probiotics to keep him healthy.,Probiotics are the opposite of antibiotics.,Probiotics are the most common antibiotic used in the treatment of bacterial infections.
Sharry was busy with her study recently and she felt tired. Her parents invites her to take a trip together.,Entertainment takes places.,Parents visit schools.
Cats eat mice. They have kept an ecological balance.,Creatures prey on animals.,Mice are omnivores.
Scientists test soldiers' excrement. Scientists have detected toxic substances.,Soldiers excrete toxic substances.,Exposure to toxic substances can lead to a range of health problems.
The hostess hosted so many different contests. She got tired of announcing similar result involving prizes.,Contests see similar outcomes.,Prizes are the announcements of results.
Jackson's father is going to build a house. Jackson's uncle brought in the machines.,Machines use in construction.,Makers use machines.
John wants to see the water vapour. He heated the water to almost 100 degrees when he saw the vapour.,Liquids only give off vapour as they approach their boiling point.,Vacuum is a measure of the pressure of the air in a given area.
They had an accident in their Jeep. The windows were broken but they were safe.,Jeeps have windows.,Jaguars have windows.
Woody deciduous plants become bold and brown in late autumn. Grapevines become bold and brown in late autumn.,Grapevines are woody deciduous plants.,Grapevines are one of the most abundant flowering plants in the eastern hemisphere.
They put the monarchs in the refrigerator. Soon it froze to death.,Monarchs freeze in very cold temperatures.,Kingdoms freeze to death when they are about to be eaten.
Tom wanted some flowers to decorate his bedroom. His mother bought some foxgloves home.,Flowers include foxgloves.,Foxgloves are a type of flower used to make flowers.
Tom and Lucy divorced. Children were adjudged to be adopted by their mother.,Moms carry children.,Adoption is the act of transferring a child from one parent to another.
Sharry was busy with her study recently and she felt tired. Her parents invites her to take a trip together.,Entertainment takes places.,Travel is a way of life.
All creatures in nature are in balance. They structured a healthy ecosystem.,Ecosystems are living communities.,Ecology is the study of the structure of the natural environment.
I saw many triggerfish in underwater wolrd in Maldives. They have very beautiful colors.,Triggerfish have colourful appearances.,Triggerfish are one of the most common marine invertebrates on the planet.
Tom is a student who was majoring in psychology. He always does researches about mental activities of human beings.,Psychology is primarily concerned with the study of mental activity.,Psychology is the study of the mind as a whole.
His skin is very dry. He used body moisture and got better.,Moisture has high relative humidity.,Moisturizes the skin to help it stay hydrated.
People have two faces towards family and others. There is no quarrel at home.,Families will have peace.,Friendship is a relationship between one person with another.
The director asked the staff about the product knowledge. The staff was able to answer them all.,Staff have good product knowledge.,Staff have knowledge.
The gardener sowed grass seed on this land. He was afriad of the appearance of mice.,Mice love to eat grass seed.,Mice are a type of molluscs native to the subtropical rainforests of the subt.
Tom was sent to the kindergarten. The teacher played games with him and other children.,Toddlers play games.,Kindergarten is a time of celebration.
Blood runs through the body via vessels. Blood brings oxygen to thw body in this way.,Vessels carry oxygen.,Thwarts have vessels to carry oxygen to their bodies.
The metal on the gearbox is oxidized. The car doesn't work any more.,Oxide contributes to breakdowns.,Oxidization is the process of removing metal from the metal.
He urinated beside the icons. He was blamed for insult the religious paintings.,Icons are religious paintings.,Innocent people have no right to be offended.
The Phagocytes utilized oxidants. They helped kill bacteria they have engulfed.,Phagocytes use oxidants to help kill bacteria they have engulfed.,Phagocytes use oxidants to kill bacteria.
The dry season is here. The tardigrades began to curled themselves up into a little ball called a tun.,Tardigrades can survive dry periods by curling up into a little ball called a tun.,Tardigrade tendrils are very similar to the elongated elongated long-tailed deer's tail.
This kind of animal mainly preys on Scavengers. They live in wilderness regions.,Scavengers inhabit wilderness regions.,Scavengers are a type of animal primarily preying on scavengers.
His elphant is watching a bird that is really far. The elephant can't see it clear.,Elephants have moderate vision.,Elphins are very sensitive to light.
Antelopes often migrate. They live well.,Antelopes adapt to conditions.,Elopods migrate from one part of the ocean to another.
There are much more creatures in the sea than on land. Brachiopods occupy a large part of marine creatures.,Brachiopods are extremely abundant.,Brachiopod numbers range from about one-third to three-quarters of the size of their terrestrial relatives.
Linda is good at typing. She is hired by a potent company for her potential to make interest.,Types have high potential.,Interest is the process of making an interest in a business.
Tom put some frog eggs in the pond at home. There are many little frogs in the pond.,Frogs start their lives in eggs in ponds.,Frogs live in shallow water.
The teacher asked what is the translation from printed matter to spoken language. Blair's answer is narration.,Narration is the translation of print to spoken language.,Imagination is the process of translating a spoken language into a spoken one.
Jerry was making a plane. He had to make instruments.,Airplanes have instruments., Instruments are instruments.
Logan lacks red blood cells in his body. Doctors inject some erythropoietin into his bone marrow.,Erythropoietin stimulates the bone marrow to produce red blood cells.,Erythropoiesis is a common cause of death in the elderly.
Mary was pregnant. Mary suffered from heartburn.,Heartburn tends to be common during pregnancy because of increased pressure on the stomach.,Heartburn is a common cause of death in women who are at high risk of developing a heart attack.
Tom added a modal particle to the sentence. This polite sentence instantly turned into a curse.,Addition has different effects.,Modal particles are particles of sound.
Tom suffered convulsions. Tom has an electrical malfunction of the brain.,Convulsions are uncontrolled body movements set off by an electrical malfunction of the brain.,Convulsions can cause electrical damage to the brain's electrical system.
Lily has a sudden cardiac arrest. Lily died of cerebral ischemia.,Ischemia refers to an inadequate amount of blood flowing to the brain.,Catecholamines are the main cause of death in ischemic stroke patients.
Tom put the maggots in ice water. They're all dead.,Botflies are killed by freezing temperatures.,Maggots are a common cause of death in marine mammals.
John wanted to take in extra nutrients. He ate broccolis.,Broccolis contain additional nutrients.,Broccolis is a rich source of vitamin A.
Tom likes reading books. He is very knowledgeable.,Books have great values.,Books are a source of knowledge.
There are more workers on the square than in the company. The number of workers on the square being employed is more than the number of those in the company.,Agglomeration is also related to the availability of labour.,Employment is the ratio of the total number of employees on the payroll to the number who are employed.
Lucy and Tom are not ready for the coming of a baby. They will take actions for contraception.,Contraception is seen as the responsible way to act.,Cervical cancer is the leading cause of death in young women.
They are having a lunch break. It is about 3锛00pm now.,Lunch breaks are often at noon.,Break is the time when people start to eat.
Tom suffers from asthma. He is allergic to dust.,Dust mites many people with asthma are allergic to dust mites.,Dust can cause asthma.
"I observed  the natural ends the tips of a linear chromosome through the microscope. After looking at the data, I learned that it is called telomere.",Telomeres are the natural ends the tips of a linear chromosome.,Telomeres are the natural end of a line of chromosomes through the optical microscope.
He has embezzled money from the public fund. He's under arrest.,Embezzlement is a specific intent crime.,Rights groups have asked the government to investigate.
Andy saw a hellbound in my house yesterday. It must be her imagination.,A hellhound is a mythical creature.,I have nightmares.
Intuition cannot be tested yet. Some people does not believe intuition.,Intuition is the act of knowing without the use of rational processes.,Innocentrism is a belief in the power of intuition to guide human action.
The farmer has put a pond liner on the road. There is no water in the soil.,Pond liners keep water from seeping into the soil.,Ponds provide water.
The dog brought fleas to the ward. The sick people were biten.,Fleas bite sick people.,Fleas are a common cause of death in dogs.
The workers are required to protect topsoil from wind erosion. They planted rows of trees as shelterbelts.,Shelterbelts are rows of trees to protect topsoil from wind erosion.,Topsoil is a natural substance used by plants to protect their topsoils from wind damage.
Scientists are studying the state of unresponsiveness to a specific known antigen. Scientists named it tolerance.,Tolerance is a state of unresponsiveness to a specific known antigen.,Tolerance is the ability to respond to a particular known antigen in the absence of any response.
Researchers found a primate that ate leaves in the forest. They are called langurs in the literature.,Langurs are leaf-eating monkeys part of the primate family.,Langurs eat leaves.
He has rainwater on his fingers. He shouldn't have contact with electricity to avoid electric shock.,Rainwater conducts electricity.,Rainwater is a common cause of death in children.
The hunter intended to make the warble uglier. He plucked all its plumages.,Warblers have plumages.,Ugles have plumage.
Einstein accumulated experience in barriers. He eventually succeeded in becoming a great inventor.,Barriers contribute to success.,Inventors build barriers.
The flakes fell on the back of penguins. They shook their backs off the flakes.,Penguins shake backs.,Penguins shake their backs when they fall on their backs.
This is a book about dynamics. This book introduces changes in the state of something.,Dynamics is the study of change in the state of something.,Dynamics is the process of changing one's state over time.
One of Tom's ramjet needs energy. Tom added some paraffin oil to the ramjet.,Ramjets are jets without moving parts burning cheap fuel like paraffin oil.,Paraffin is a petroleum-based oil.
"The Chinese army showed super capacity in the war and won a great victory. The Chinese commander said that thanks to the right strategy,.",Strategies carry capacity.,"

Defence is the military's ability to defend itself against attack."
The one-year-old Tom's teeth began to stick out of his gums. Tom's mother said he was teething.,Teething is when baby teeth start coming through the child's gums.,Teething is the gradual loss of teeth from one year to the next.
John has experienced field survival. He was bited a lot by mosquitoes.,Skin attracts mosquitoes.,Fields survive by biting.
Farmers planted some trees in the zone. The trees almost all died.,Zones suffer from pollution.,Trees die of starvation.
Penicillin is now outdated because our excess use of it. Researchers produced Penicillinases to deal with this problem.,Penicillinases are newly evolved enzymes developed in response to our excess use of penicillin.,Penicillins are the most common type of antibiotic used to treat bacterial infections.
The baby is growing up. He can't wear his former clothes.,Size changes over years.,Childhood is a time when the body adapts to the environment.
Wang breathed small droplets of water contaminated by the bacteria. Wang was infected by the bacteria.,Infection is caused by breathing small droplets of water contaminated by the bacteria.,Bacteriophages can cause a variety of health problems in humans.
These years he had accumulated abundant experience. He had evolution more quickly.,Experience contributes to evolution.,Evolution is the process by which the body adapts to changes in the environment.
Tom is making steamed buns. He put some amines in the bowl.,Amines are bases.,Amines are a very good source of protein.
Streptomyces scabies found in soil where John grew potatoes. The potatoes he grew had russet disease and were therefore inedible.,Streptomyces scabies causes a serious disease.,Russet is a disease of the intestinal tract caused by the bacterium scabies.
The Sawfly is to lay eggs. It flies to a plant stem.,Sawflies lay eggs in plant stems.,Sawflies lay their eggs in the ground.
Tom listens to music when he is tired of studying. He felt noticeably more relaxed.,Songs activate learning in both hemispheres of the brain.,Music has a positive effect on the brain's ability to process information.
Gastropods are relatively soft. They can be easily hurt.,Gastropods are single coiled shells.,Pseudodonts are about the size of a small carotenoid but have a slightly larger.
Tom followed the flamingo to go back their habitat. He found that there are a lot of flamingos.,Flamingos live in groups.,Flamingos live in habitats.
I had a Colonoscopy check. I got terrifed of the instrument for examining the whole colon.,Colonoscopy uses an instrument capable of examining the whole colon.,Colonoscopy is a surgical procedure to examine the entire colon.
Emily likes to sell processed chickens. Frozen chickens weigh more and make more money.,Chickens have lower live weight.,Cereals are a great source of protein.
Jack has been working for railroads for many years. He is familiar with all special procedures.,Railroads have special procedures.,Railroads use special procedures to ensure the safety of freight trains.
The propeller is working. The metal shaft is spinning.,Propellers turn metal shafts.,Friction causes the metal shaft to spin.
He went to learn to skate today. He skated for hours on the rink.,Skates  glides.,Skating is a skill.
"There is a report about the daily life of the president. The president has a reasonable schedule, regular exercise and a substantial schedule of work.",Presidents have active lifestyle.,Presidents spend time with their families.
The engine has broken. Tom found a adhesive with top viscosity.,Adhesive has degrees.,Viscosity is a measure of the relative amount of pressure applied to the surface of an object.
The man has commited sins such as robbery. He gets paralysis.,Paralysis is a picture of the result of sin.,Prisons cause paralysis.
Lucy gave birth to twins but couldn't afford the living of them. She sent them into different strange families.,Twins raise in different environments.,Twins are one of the most misunderstood children of all time.
Cathy likes to keep bees in her spare time. Cathy wears special clothing to protect herslef.,Beekeepers use special clothing to protect themselves from stings.,Hives are a natural part of the natural environment.
Scientists wants to explore something related to carbamic acid. They have found urethanes and carbonic acid.,Urethanes are esters of carbamic acid a half amide of carbonic acid.,Urethanes are the most common substances found in the body.
John wants to know how chromatids appear. The teacher asked him to observe the anaphase of spindle fibers division.,Chromatids move apart during anaphase by the spindle fibers.,Anaphases are a group of proteins in the chromatid protein spindle.
Tom likes geology and biological. He chooses to study paleontology.,Paleontology is the biological part of geology.,Paleontology is the study of the physical processes of the earth's crust.
The fisherman stopped the movement of the crab. The crab caught the fisherman's hand by its pincers.,Crabs wave their pincers in the air as a defense when they are disturbed.,Pincers are used to catch fish.
Air bubbles developed in the water column. Tensiometers failed.,Tensiometers fail when air bubbles develop in the water column.,Cups develop in the air.
There are hammerheads in the aquarium. They consume a lot of sweets every day.,Hammerheads have sweet teeth.,Hammerheads eat a wide variety of foods.
He was in need of money. He sold his artifacts for a large of money.,Artifacts have values.,Archaeologists have found evidence of wealth.
The heart contracted. The valves of the heart closed.,Valves close the ostia when the heart contracts.,Vasoconstriction is a common cause of arrhythmias.
I have a sweet tooth and feel dizzy sometimes. My doctor wants me to be tested for diabetes.,Dizziness can be a symptom of diabetes reflecting dehydration from high blood sugar.,Diabetes is a disease of the pancreas.
Tom has observed that there some leaves attaching to the trunk. He recognized that it is a plam.,Palms are monocots as evidenced by their leaf attachments to their trunks.,Plam have leaves attached to their trunk.
Tom's heart beat faster because of smoking. The doctor injected Tom with amiodarone.,Amiodarone decreases the effects of chemicals on the heart.,Aminoacetone is used to slow the heart rate by stimulating the sympathetic nervous system.
The soldier was thinking how to kill the dragon. He excluded the usage of posion.,Dragons are immune to poison.,Pseudo-anthropology is the study of the use of non-anthropological methods to study the human.
I catch a fever. Fleas bite me today.,Fleas bite sick people.,Fever can be a sign of fevers.
Jack's country is at war. He was resettled in Russia.,Resettlement occurs when the refugee has no hope of returning safely to the home country.,Rostov is part of the war in the east.
Tom wants to made some cider. Tom stores some apple juice.,Cider is made from fermented apple juice.,Cider is made from apples.
Historians studied the characteristics of human society in various eras. They found that the enactment of law was an essential cornerstone of social development.,Legislation is the genetic code of society.,Law is the process by which a society is established.
John gave us a formal presentation of his idea. More people in us were attracted by it.,Presentation draws further attention.,Diversity is the ability to attract people from all walks of life.
The Cockroaches infected Tom. Tom might have salmonella.,Cockroaches carry diseases like salmonella.,Salmonella is a common bacterial infection of cockroaches.
Linda likes to rub her nostrils with her fingers. She often gets nosebleeds.,Nosebleeds are due to the rupture of small blood vessels in the lining of the nose.,Nosesbleeds are the most common cause of sneezing.
The man will have a baptism next week. He will make a public confession in the presence of others.,Baptism is a public confession made in the presence of others.,Baptism is the baptism of one's fellow human beings.
Tom eats an egg every day. His body is filled with protein.,Eggs are also one of the most complete sources of amino acids the building blocks of protein.,Eggs provide protein.
Lucy is suffering from depression. The doctor gave her some protriptyline.,Protriptyline is in a class of drugs called tricyclic antidepressants.,Ptryptyline is a drug used to treat depression.
I poured some oil on the polyester by accident. It was stained easily.,Polyester is stained easily by oils.,Polyester is a very soft material.
Tom opened an attachment to an unknown email. His computer was infected with a virus.,Attachments are the primary way a virus is spread.,Infection can be caused by viruses.
Phototropism indicates growth towards the light. A plant grows towards the light throughout the life.,Phototropism is known to take place throughout the life of a plant.,Crop growth is the process of increasing the number of photosynthetic cells in the plant during the day.
There were some uncontrollable conditions here. Bossed took care of them immediately.,Bosses see live conditions.,Bosses take care of people.
Strong interactions occur between gluons. These carrier particles were close to each other.,Gluons are the carrier particles of strong interactions.,Gluons are the most abundant carrier particles in the ionosphere.
Tom keeps pheasants in the summer. Pheasants are going through the brooding stage.,Summer marks the brooding stage in the pheasant reproductive cycle.,Pheasanthemums go through brooding stages.
The biologist present a picture of Hominoids. The audience saw they have no tails.,Hominoids also lack a tail.,Hominoids have no tail at all.
The microwave has complex circuits. It releases radiation when at work.,Circuits involve in radiant energy.,Microwaves release a large amount of radiation.
The intensity of the electricity lost. The result is in an attenuation.,Attenuation is the loss of intensity.,Attenuation is a measure of the amount of energy lost in a given amount of time.
Tarsiers are the dominant inhabitants in this forest. The most advanced group of prosimians in relation to the higher primates controlled this forest.,Tarsiers are probably the most advanced group of prosimians in relation to the higher primates.,Prosimians are the most advanced members of the lower primate group.
Spring comes. Most bonsai just begin their growth cycle.,Spring is when most bonsai begin their growth cycle.,Bonsai start their growth cycles in early spring when most of their food is ripe.
The cottonmouth is hungry. He ate another snake.,Cottonmouths eat other snakes including their own kind.,Cottonmouths feed on other snakes.
Mike got a firefly. Mike fed it with some small insects.,Fireflies eat other insects.,Fireflies feed on small insects such as aphids.
The Middle East is short of fresh water. Some countries go to war because of fresh water.,Freshwater sustains life.,War is the result of war.
Asthma developing late in life doesn't have postive skin tests. He or she tends to be nonallergic.,Asthma developing late in life tends to be nonallergic without positive skin tests.,Postive skin test is the ability to detect the presence of an allergic reaction.
Lucy has a better awareness than Tom when doing work. Lucy was more successful than Tom.,Awareness enhances success.,Intelligence is the ability to see things through the eyes of a human being.
This region is of great density. It has production from local people.,Production occurs in dense regions.,Density is a measure of the number of people per square kilometer in a given area.
The cat was shaved on his back. The polka dotted ski under his fur of that part was revealed.,Cats are polka dotted under their fur.,Skiing is a natural part of the human body.
Tom lives on a prairie. His life is often disturbed by herds or terrible weather.,Prairie has disturbances.,Prairie is a desert-like region of the United States.
He wanted to eat some nuts to ingest folic acid. He bought some hazelnuts.,Hazelnuts provide the highest level of folic acid in the nut family.,Hazelnuts are a type of nut known to have high levels of folate.
My dad knew his cancer. He bought packs of cigarettes.,Cancer causes smoking.,Cigarettes are a great way to quit smoking.
Liu Xuan has a strong ability to keep balance. She has got the first prize in the Olympics.,Balance is the ability to maintain posture without the urge to fall over.,Prizes include medals.
A group of people came to the zoo to watch the bears. The bears hid in fear.,Bears are afraid of people.,Bears have fear.
Biologists use experiments to get proteins into the matrix. They found that chaperones bound to protein.,Chaperones bind to protein as it enter the matrix.,Chaperones bind to protein by binding to the protein matrix.
Remeber to wear a helmet when riding your motocar. It is of liitle use when a car accident really happens.,Helmets provide minimal protection.,Molotovskis is the most common cause of death in children under the age of five.
Eric carefully checked the properties of this building. Eric said this building has a majestic appearance.,Properties include appearances.,Architecture is the art of looking at things from a certain perspective.
The occurrence of Roseola has been investigated. The reported results were mainly involved the childhood stages.,Roseola is a common childhood disease.,Roseola is a sexually transmitted disease.
Jessy only eats vegetables. This is her lifestyles.,Vegetarianism is a lifestyle.,Vegetarianism is the lifestyle of a non-vegetarian lifestyle.
Mark took some drugs known as mucolytics. The mucus in his lungs was decomposed.,Drugs known as mucolytics break up the mucus in the lungs.,Mucolytic is a drug known as a bronchodilator.
John fed the Sculpins with their fish food and herring eggbeds. The Sculpins ate both kinds.,Sculpins also feed on herring eggbeds.,Sculpins eat their own food.
He is diagnosed with pancreatitis. He drank too much recently and his pancreas got inflammed.,Pancreatitis is inflammation of the pancreas.,Pancreatitis can be caused by drinking too much alcohol.
Tom was elected as a sheriff. He was reponsible for his own department.,Sheriffs have departments.,Sheriffs are people who have done the right thing.
They wanted to make bars. They bought lots of mental.,Bars are made of metal.,Bars have mental.
She is pregnant. He needs to use ultrasound to detect the condition of the fetus.,Ultrasounds are common in many pregnancies.,Ultras are instruments used to detect fetal abnormalities in the mother's body.
The bananas jack bought were overripe. Bananas give off a sweet smell.,Fruit emits an increasing amount of aromatic compounds as it gets riper.,Bananas are also a great source of protein.
The professor asked the students to find natural satellites. The students pointed directly to the moons.,Moons are natural satellites.,Moons are the natural satellite of the solar system.
"To adapt to new environment, the human gene pool has undergone some changes. Human race has evoluted a little bit.",Microevolution is a change in the gene pool of a population often associated with adaptation.,Evolvation is the process of transferring a small amount of genetic material from one species to another.
Using chemical stimuli is one of the aminal's instincts. Crabs can find food by their instinct.,Crabs can find food using chemical stimuli.,Crabs use their instinct to find food.
This guy believes in spiritualism. This guy got religion.,Spiritualism is considered a religion.,Religion is the study of the soul.
The subjects were given steroids. The results showed a range of symptoms from insomnia to death among them.,Steroids have side effects ranging from insomnia to death.,Steroids are the most commonly used drugs in the treatment of insomnia.
The food Tom ate contained bacteria. Tom suffered from  gastrointestinal illnesses.,Bacteria cause gastrointestinal illnesses.,Gastrointestinal illnesses can be caused by bacteria.
He has something wrong with his muscles controlling the diaphragm. He can't stop his hiccups.,Hiccups are a nervous spasm of the muscles controlling the diaphragm.,Hiccups are caused by a lack of blood flow to the muscles.
Tom has to overcome all the barriers in front of him. He finds that each barrier is more difficult than the former one.,Barriers have layers.,Difficulty is a consequence of ability.
Researchers study the spawning habits of lampreys. Researchers found that lampreys lay eggs in the same way as salmon.,Lampreys are anadromous like salmon.,Lampreys lay their eggs in a similar way to salmon.
The CT images of Tom's lungs showed Fibrosis. The doctor's interpretation involved the affected functions of his lungs.,Fibrosis also affects the lungs.,Fibrosis is a disease caused by the damaged functions of the lungs.
The winter was freezing cold. Martens all survived the winter in special ways.,Martens have special ways of keeping warm during the winter.,Martens are very sensitive to cold temperatures.
I saw pregnant turtles three days ago. I saw baby turtles this evening.,Turtles give birth to turtles.,Pregnancy is one of the most common causes of birth defects in turtles.
Tom felt something wrong with his body and went to hospital. The doctor asked him to do some examinations.,Examinations confirm diagnoses.,Surgery is an examination of the body to see if there is a cause of death.
There are some small insects. They are crawlers.,Crawlers are the pinpoint-size nymphs of scale insects.,Crawlers are small insects with a long tail.
The fetus has a strong ability to survive independently of the woman's body. This shows that he has a strong ability of viability.,Viability is defined as the fetus's ability to survive independently of the woman's body.,Fertilization is the ability of the fetus to survive without the mother's body at all times.
Tom always takes into some food which includes chitin. He always keeps a healthy body and hardly suffers a disease.,Chitin has a complicated structure immune to most general enzymes.,Chitin is a vital part of the body's defense against infections.
Tom has talents in English. He can teach his own child.,Talent helps families.,English is the language of the future.
Too many tasks were assigned to the worker of strong ability. He reached his limitations and broke down.,Ability has limitations.,Weakness is defined as a lack of ability.
The model had a perfect posture. The cameraman praised the perfect position of her body parts in relation to each other.,Posture is the position of body parts in relation to each other.,Position is defined as the ratio between the positions of the body parts relative to one another.
Tom felt nervous. All his skeletal muscles in his body contracted.,Tension is contraction of the skeletal muscles of the body.,Tension is caused by the contraction of skeletal muscles.
He kept those albums. These albums comfort him when he felt lonely.,Albums have benefits.,I love music.
Jack's grandfather was a rancher. He was very good at raising animals.,Cattlemen are experts in animal care.,Ranchers raise animals.
Mr. Smith bought a diamond for his wife. His wife found an internal flaw in the diamond.,Diamonds have internal flaws.,Diamonds have internal flaws.
"Food is digested in the body. The intestine makes adaptations, such as the enlarged sacculated parts of the colon.",Digestion requires some adaptation of the intestine like enlarged sacculated parts of the colon.,Digestion is a natural process of enlarging the size of the small intestine.
This city became famous for tourism. Soon it achieved significant growth.,Tourism drives significant growth.,Tourism is a vital part of the economy.
He had been studying where calcification occurs. He found that most of it was in the wrong tissues with accelerated calcification of arteries.,Calcification tends to occur in the wrong tissues with accelerated calcification of arteries.,Calcification is a common cause of atherosclerosis.
The trout scrounged for food. It caught a small fish below the surface.,Trout take much of their food below the surface of the water.,Fishes feed on small fish.
Bob is wise. He can use the knowledge guided by love to help others.,Wisdom is the enlightened use of knowledge guided by love to help others.,Kindness is the ability to bring people together in a way they have never been able to do before.
My house lacks collections of plants. I changed my yard to a garden.,Gardens are often collections of plants the emphasis is on the individual plants.,Garden is a way of life.
This sol is thixotropic. It can can change into viscosity quickly.,Sols can change into viscosity quickly if they are thixotropic.,Viscosity is a measure of the amount of fluid in the air at a given point in time.
The chemistry teacher used some polymers for experiments. The experiment produced a lot of smoke.,Polymers are a significant source of smoke.,Polymers are used to make smoke.
Tom drank five cups of coffee last night. The circulating fatty acid in his body is beyond limitation now.,Caffeine increases the level of circulating fatty acids.,Caffeine can also block the action of other substances in the body such as the liver.
A higher ph indicates less acidic property. Lysosomes have less acidic property than the cytosol.,Lysosomes have a ph higher than the cytosol.,Lysosomes are the most acidic of all the cytoplasmic proteins.
Tom is a math teacher. Tom needs to study Banach Tarski paradox.,Mathematicians study abstract concepts.,Banach is a mathematical problem in mathematics.
Tom came out of the greenhouse in a T-shirt in winter. Tom caught a cold.,Greenhouses are hot and moist.,Tiredness is a common cause of colds.
Geneticists detect the number of blood types in a canine population. Scientists have detected up to 26 species.,Canines have twenty-six blood types.,Dentists use genetic techniques to study the number and distribution of blood type in a dog population.
The doctor gave Susan relaxin during childbirth. The muscles in her pelvic area became relaxed.,Relaxin relaxes the muscles of the pelvic region at the time of childbirth.,Restrictions help to relax the muscles in the pelvic area.
"She accidentally shut the botfly in the refrigerator. After two hours, she found the botfly frozen to death.",Botflies are killed by freezing temperatures.,Botflies freeze to death when they are no longer in their natural habitat.
The helicopter passed a forest of spruces. The pilot found spruces with same height.,Spruces have same height.,Spruces have similar height.
John was studying the structure of the dendrite. He found out the structure like a tree.,Dendrites have many branches like a tree.,Dendrites are very similar in structure to trees but have a slightly different structure.
Tom has put the meat in the refrigerator. The meat is moldy.,Refrigeration promotes mold as a result of condensation on their surface.,Molds are a common cause of food molding.
My mother bought me many different vitamins. She thinks my health condition is not very good.,Vitamins offer many health benefits.,Vitamins are the most effective way to treat a wide variety of diseases.
There was a earthquake in the village. Houses are destroyed.,Quakes release energy.,Rescuers carry people to safety.
Different women chat about miscarry together. Women learn that they all miscarry at different times.,Miscarriage can occur at any time during the childbearing years.,Recognition is the process of learning to recognize one another as a human being.
The people in this modern time didn't follow the culture. Their society was damaged.,Society is a group of people sharing a common culture.,Culture is the destruction of culture.
Tom and Lucy were arranged to different positions. They have made different achievements.,Arrangements may have different effects.,Humans make progress.
The two generals are enermies. They interacted on the battlefield.,Enemies lead to interaction.,Empires are soldiers who have a relationship with one another.
The irish druid saw ravens. He used these birds of omen for augury.,Ravens are birds of omen - used by irish druids in augury.,Ravens are a type of arachnid.
The student was asked to classify those living things. The student adopted the method of taxonomy.,Taxonomy is the scientific art of classifying living things.,Taxonomy is the study of living things using the methods of taxonomies.
The air condition evaporator will get moisture on the surface when refrigeration. Then the inside of the evaporator will become moldy.,Refrigeration promotes mold as a result of condensation on their surface.,Molds can develop in the air conditioner as a result of over-exposure to air.
She needed a shelter. She built a hut.,Hutches provide shelter.,Huts provide shelter.
We slept in a cave last night. We found many crustaceans in the cave.,Crustaceans are among the most prominent inhabitants of caves.,Crustaceans live in underground burrows.
"He kept a pot of flowers at home. Because there was no sunshine, the flowers withered.",Sunlight is needed for photosynthesis.,Livestock prefer shade.
The doctor gave her some plaster. After using it she felt better.,Plaster has effects.,Pellet is used to treat a variety of conditions.
The laboratory accidentally leaked radioactive materials containing curium. The surrounding animals have mutated.,Curium is a radioactive element a strongly alpha emitter - dangerous of course.,Curium is a radioactive isotope.
His legs are swelling out. He uses some ice to induce vasoconstriction.,Vasoconstriction occurs to reduce swelling.,Vasoconstrictions are caused by the release of fluid from the lumbar epididymis.
